,t,y_pred,y_true
0,0,6.49478700734671,6.022628722136028
1,1,6.609392436775555,6.929375653657838
2,2,6.686092603395719,7.173412158588791
3,3,7.056308085110552,9.229352183772422
4,4,7.967987466302612,7.449004048991059
5,5,7.222538570813548,8.401587393861966
6,6,8.614103334744987,8.128191313799062
7,7,8.365662214243859,8.430064761387454
8,8,8.824895209659097,9.338965008300027
9,9,9.14655910050362,8.775207740380155
10,10,9.114564261081858,8.397512564680811
11,11,8.724738194042363,7.881359574393508
12,12,8.84103296183608,7.1870657977181684
13,13,7.63344087663999,7.539583289397478
14,14,7.836067771986493,8.870477413556891
15,15,8.408938684655675,7.395326925411986
16,16,7.938704271177703,7.974685661746303
17,17,7.758753825167988,8.204206742856474
18,18,7.912033266776202,8.103746431339692
19,19,8.227486669099722,9.454530031732084
20,20,8.690763891916012,9.073091197851033
21,21,8.980032899702815,8.434545464590954
22,22,8.338385927920992,9.544156604970269
23,23,9.195543966830828,8.045164901962353
24,24,8.375860834027044,9.29600701937068
25,25,9.43219177048139,8.694641148557473
26,26,8.51831111440663,8.852486584690189
27,27,9.057120201383375,9.746794904807023
28,28,9.043391960366794,10.372583586046053
29,29,9.85864847280392,8.437633618577522
30,30,9.336633575188506,9.603206775400043
31,31,9.834947597175825,9.7447264284799
32,32,9.826271680152189,8.442035375297001
33,33,9.494640275944167,9.320724398426963
34,34,8.908605898535814,10.171941503022587
35,35,9.749401533670683,9.465525906439847
36,36,9.426816437886568,9.77283092444791
37,37,9.687790852541719,9.823533492107794
38,38,9.271438438485639,9.261218960885133
39,39,9.838001328999392,8.894900223982713
40,40,9.425386666788617,9.37242817161687
41,41,9.476800242186357,8.989190914496545
42,42,9.406365538809128,9.07797173166369
43,43,9.18509951782773,9.380777423505256
44,44,8.891560544694999,10.264787013330142
45,45,9.728560862498732,10.05863505695999
46,46,9.563235836203459,10.788311067233495
47,47,10.10885389882045,9.127465315012357
48,48,9.781898266226158,8.302132380502764
49,49,9.623243417503737,8.067274704077308
50,50,8.52578939952165,7.8985734576324464
51,51,8.526453192903904,8.098957423560867
52,52,8.568426619562741,7.131943493932817
53,53,7.080870554573215,8.483385192862977
54,54,7.941798180956171,9.164043953371934
55,55,8.43282534816486,9.312229983953909
56,56,8.707014683776105,8.16001919586729
57,57,8.377204559048085,8.944821753387275
58,58,8.706590139666734,9.240850707558977
59,59,8.975267451568959,7.498608786898044
60,60,8.022051749281658,8.500209381533502
61,61,8.273238743396277,8.241318589250639
62,62,8.063100709312096,8.103096819724174
63,63,8.389688603485627,7.070996325255264
64,64,7.606305688677384,9.560159703945931
65,65,8.53894702690901,9.049833227669328
66,66,8.795329522157633,8.632481395664582
67,67,9.15025803712535,9.810686714004973
68,68,9.34326321021002,9.569933713125538
69,69,9.211791455785514,9.055923902188256
70,70,8.986073607912582,9.576884523217382
71,71,9.444317343136184,9.177192349079887
72,72,9.018547266344985,9.652161107300936
73,73,9.755360150348645,8.830695072357738
74,74,8.874871880839454,7.698207320276449
75,75,8.728342775121572,7.549068622526243
76,76,8.43152738208499,9.368191206006543
77,77,8.67888079750724,8.834499848451047
78,78,9.063012747140625,7.354959539579467
79,79,8.306745319683003,7.290091191227676
80,80,7.503285901507068,7.416859375425254
81,81,7.265241874079595,7.0666123971082095
82,82,7.344905489064074,8.854270477594024
83,83,8.286868171321105,8.797337814576597
84,84,7.842406227556825,9.13975781860853
85,85,8.736809516477413,8.923056556549497
86,86,8.606169376464297,8.255595373667296
87,87,8.158104591256825,8.039014758650321
88,88,8.603879291881253,9.035574120991527
89,89,8.652718145416058,7.716823888773062
90,90,8.23788261839665,7.851438675780237
91,91,8.20620897756566,9.10339724590446
92,92,8.042992971549142,8.018820426912571
93,93,8.116010256984802,7.9303681864022435
94,94,8.812509432747724,7.899287485396551
95,95,7.925433228786486,7.7574145892837
96,96,7.757373978842564,7.38478516142122
97,97,7.685126662137678,6.9294137543117476
98,98,7.293075014000184,6.478700571898303
99,99,6.952086353080863,7.018333841483942
100,100,7.102098811550337,5.6369272507069805
101,101,5.733168581127701,5.4787973819845455
102,102,5.983230731642365,5.386829835822326
103,103,5.510634614571517,4.204672778851902
104,104,4.708873498303427,4.164003131857242
105,105,4.623686289541155,3.730057263663848
106,106,3.977032854907232,4.134607105189874
107,107,3.853113851067323,4.032128504826255
108,108,3.65577117000572,3.7692333429240072
109,109,3.6321278055983726,3.9106782929809683
110,110,3.7688501879770184,3.565705142949115
111,111,3.242242361598325,3.69240876016454
112,112,3.5669554296159935,3.5347552250262213
113,113,3.4569683946910272,3.758373289150737
114,114,3.5475900051038316,3.5013997671971406
115,115,3.4124718195069543,3.428902238134253
116,116,3.1101303182536975,3.5161411000386744
117,117,3.5608342121409615,3.0188162077668643
118,118,3.1015449778811126,3.3361314308495955
119,119,3.1652043581153855,3.3489775653954115
120,120,3.3627268257143585,3.4293785717183685
121,121,3.298616448523795,2.841718971023888
122,122,3.010122407248797,3.242032641330161
123,123,3.107617397638179,3.7312400833139545
124,124,3.3543205351986396,3.6646336352439177
125,125,3.674362519868438,4.027779379096127
126,126,3.7205960362589283,4.231870551670835
127,127,3.928477953206132,4.708022129541993
128,128,4.402289568138138,3.6794012835801264
129,129,3.973464585705869,4.529576487649184
130,130,4.443289436253764,4.597191682947353
131,131,4.395864600907248,4.430783021898304
132,132,4.564494055734346,8.472656776900427
133,133,6.885861028500759,4.391328402628046
134,134,5.176646231277002,4.213090841183565
135,135,5.523459162433542,4.350483034092918
136,136,4.345457732016352,5.002147398495725
137,137,4.974344574130354,5.345481818208408
138,138,5.924096369488522,5.841924502873759
139,139,5.351050251881772,5.760108875300324
140,140,5.303661674861861,4.853741502306184
141,141,5.590874787181781,5.558659287693295
142,142,4.950077590214839,5.996787046998602
143,143,6.183230915192383,5.987176028976085
144,144,5.934248960598649,6.21649751656018
145,145,6.089034374966297,6.0572153871434375
146,146,5.955830364127741,6.269176028951862
147,147,5.769000839178178,6.411864122179956
148,148,6.606827867679935,7.1602026449692335
149,149,6.414161825847493,7.2516436700670575
150,150,7.6021206983601735,7.9703118696399935
151,151,7.277951790865719,8.10007488183825
152,152,7.278347251020346,8.641672160162884
153,153,8.577465017498634,7.5961040349793745
154,154,8.1804378791556,8.196823743247618
155,155,8.653378509018031,8.076158963952341
156,156,8.168109484736753,7.5798954498980144
157,157,7.797761310289961,9.971720679084825
158,158,9.142780244950856,7.310703332980572
159,159,8.012678503238876,7.716599779704372
160,160,8.525679285319232,7.122982087525821
161,161,7.442694077978826,8.177898870175678
162,162,8.065123955893128,8.121058889587138
163,163,8.284167401264044,7.813564414093745
164,164,7.9585617395859005,8.908920691256387
165,165,8.114753894644236,7.7606421641088845
166,166,8.114704062605853,7.983186119632545
167,167,7.876868955687091,9.669649437922418
168,168,8.962255531802876,8.811839009729077
169,169,8.709602629395802,11.20987684759088
170,170,10.294866975457529,8.63516547558087
171,171,9.11559802372648,8.436327708376298
172,172,9.045193151661293,9.176308492354936
173,173,9.145450255710982,9.378347368056453
174,174,9.336912879607997,10.264013516772932
175,175,10.373766002951065,9.361624197903502
176,176,9.622158755331428,8.654405340198325
177,177,8.868583636215506,9.095841119097766
178,178,8.941002542571772,7.982017679484308
179,179,9.037846498613732,8.047834451543203
180,180,8.85284769022379,7.884427305465024
181,181,8.148383028642456,7.168844816369591
182,182,7.641245234993137,8.022160805414567
183,183,7.422936967801379,8.27707354357272
184,184,7.803211347007097,7.3339959547456335
185,185,7.754429311204148,7.970297490138124
186,186,7.779664393246901,7.394803853418143
187,187,7.596987605979252,6.984477534528133
188,188,7.296998189912797,8.275962983436445
189,189,7.694337814431387,8.07315140556829
190,190,7.605940559338438,7.42325914891008
191,191,7.771875762861305,7.380528718119978
192,192,7.615256243358859,7.978650985487636
193,193,7.44995502771694,7.789012469703617
194,194,7.978795470004987,7.132423276587487
195,195,7.444596591270758,8.83591282058303
196,196,7.963483275079872,8.115016451762866
197,197,8.033540809604208,9.72000889859005
198,198,9.128739771239538,11.083475491537595
199,199,9.708236320774352,7.240888083881911
200,200,8.904635614982302,7.2739327936265985
201,201,8.289876329346882,7.602653214509995
202,202,7.432167811199162,7.486835966562513
203,203,8.19343199166264,8.266701759376371
204,204,8.24182550894894,9.702006133730542
205,205,8.345669229869245,7.8720431250014515
206,206,8.008043218544563,6.8475252236674775
207,207,8.043346921621827,8.602909647456748
208,208,7.872248893498563,10.474490877721172
209,209,9.425695947369938,9.442670572380852
210,210,9.702435320176402,7.520183731859916
211,211,7.946007584301751,7.552322362012537
212,212,7.3947260976043,7.888144798985622
213,213,8.467494134635478,8.941404871910322
214,214,9.066868366892773,8.613529412707399
215,215,8.176199308741499,10.86242510374844
216,216,9.863649083310385,8.488585967243766
217,217,8.41646812702649,9.7959919687396
218,218,9.820282355969134,8.597296955640429
219,219,8.849185728703711,8.489030092753591
220,220,9.402442892233095,7.767931686898285
221,221,8.223081870258035,7.307651630529421
222,222,8.009400782392223,7.8807838714103156
223,223,8.129268982797159,6.38297074459138
224,224,7.067626403955703,6.510150695390919
225,225,6.736989112375407,6.6795847433964495
226,226,6.817815121282737,6.6141390429429725
227,227,7.364115968126763,6.875262097100619
228,228,6.898589900843136,6.931877968620468
229,229,6.324585082301374,6.484999326865559
230,230,5.77730825822136,7.388723465773523
231,231,6.92233254726646,5.700291895283527
232,232,6.493045594938853,5.58750427775365
233,233,6.3277192318934325,5.36855033090478
234,234,5.532611462115094,5.33853100811657
235,235,5.48868801645259,5.107201367726381
236,236,5.337919822634319,4.689110841581352
237,237,5.0023348786867885,4.8857570419076835
238,238,4.838794077476955,4.749168110120769
239,239,4.7538899541993365,4.4438915170002895
240,240,4.8395211276758205,4.171892229615442
241,241,4.17476721314423,8.777367893574674
242,242,6.21913634176676,3.4594505254959267
243,243,4.822715459816998,5.149031762337599
244,244,5.182355195529916,3.874858771676732
245,245,4.066417426325762,3.774559802198549
246,246,4.623647852171523,4.611116169555153
247,247,4.417825718247032,4.874097970473102
248,248,4.580491915461592,4.082225755771283
249,249,3.9499554642796277,4.937701103620208
250,250,4.43811715676236,4.271129820876143
251,251,4.431659189948957,3.7497981282416
252,252,4.7633205755756585,4.545827567679146
253,253,4.234116082330806,4.918156383497978
254,254,4.366414915872485,3.8335089541107528
255,255,3.860189790307129,4.0168547583407035
256,256,4.118796156303442,4.080308485442018
257,257,3.7965031327118552,3.5544960896039743
258,258,3.899369795138589,4.005112496960972
259,259,4.119293235739956,4.678281346763881
260,260,4.578142976734966,4.060785837353335
261,261,4.096473885464271,4.3189259995031115
262,262,3.9994185978897687,4.314261882227464
263,263,3.904248214644936,3.807314035940333
264,264,4.180315315577784,4.516209875452155
265,265,4.451970388780137,5.886781078832028
266,266,4.6087281144056,4.313184324556054
267,267,4.729750209361536,4.656375230802562
268,268,4.6690083505395075,4.24304394787113
269,269,4.236154426942143,4.170835094859086
270,270,4.527353300859113,5.657713464881853
271,271,5.252490586397505,6.626521574288048
272,272,5.6465729496330095,5.172855148628186
273,273,5.373213671574076,6.538126208228192
274,274,5.695196358497216,6.574656459059545
275,275,6.068805059058666,5.606046143227365
276,276,6.535940116864918,5.902060717897197
277,277,6.264488465684089,6.047168730533349
278,278,5.686253578271872,6.7421307417872
279,279,6.265439309908345,6.5208799660813925
280,280,6.634018378664528,6.731577192637197
281,281,6.5442098089451015,4.834939719785363
282,282,5.863116914687657,5.415664689841937
283,283,5.945231897679232,5.466159327887058
284,284,5.833544148084581,4.285015261605891
285,285,5.422017612498712,5.2790757580550185
286,286,4.991575447312789,5.346105908719824
287,287,4.5061085184141065,4.687464418730505
288,288,4.937481943122275,4.84269379099964
289,289,5.365156948412815,5.052287144389358
290,290,4.875211429031647,4.783095027471916
291,291,4.91166783484918,5.196067174790733
292,292,4.999790313535955,5.935848365243298
293,293,5.184943183774453,5.254465290095927
294,294,5.245941944056707,5.9541134906589726
295,295,5.522253212310497,5.774430749008213
296,296,5.361681543514394,4.530850189776119
297,297,5.5817821433194545,5.012765514627882
298,298,5.450989920585623,5.677607184575951
299,299,5.156896432841138,5.139424987776209
300,300,5.339463024128635,5.007163109685873
301,301,5.2792078083382785,5.551727100564452
302,302,5.059728814011543,4.762769118260798
303,303,5.013982166516648,5.110017025116038
304,304,5.453088225650857,4.706480174279268
305,305,4.774282744588131,5.335638998585523
306,306,5.08861813254454,5.328137151886671
