,y_pred,y_true
0,[0.45735502],0.19508067
1,[0.32308686],0.21029702
2,[0.26035774],0.29667836
3,[0.23093247],0.23215806
4,[0.2013194],0.26405406
5,[0.17234668],0.2504236
6,[0.14480734],0.28485233
7,[0.13276668],0.3284354
8,[0.11923121],0.28242218
9,[0.10833877],0.26886457
10,[0.09576966],0.2363064
11,[0.08332857],0.1976498
12,[0.07956949],0.21495521
13,[0.07212412],0.2575781
14,[0.06829119],0.20518184
15,[0.06302282],0.21605438
16,[0.05792952],0.25489974
17,[0.05669731],0.24383843
18,[0.05358392],0.32101262
19,[0.05307824],0.30116117
20,[0.05320271],0.26291183
21,[0.05030877],0.31431818
22,[0.04998947],0.2281056
23,[0.04743558],0.28748763
24,[0.04811833],0.28801078
25,[0.04738732],0.27668792
26,[0.0458781],0.31105047
27,[0.04838625],0.30718675
28,[0.04671748],0.2342835
29,[0.04439688],0.28249502
30,[0.04407927],0.28084296
31,[0.04384042],0.23627001
32,[0.04364741],0.27794608
33,[0.04363626],0.28991112
34,[0.04376311],0.27301297
35,[0.04284899],0.23611766
36,[0.04166582],0.20646974
37,[0.04194649],0.20796946
38,[0.04111701],0.25423756
39,[0.04273487],0.2572868
40,[0.04282865],0.24787754
41,[0.04429391],0.24111697
42,[0.04383165],0.27643967
43,[0.04334649],0.29281467
44,[0.04402092],0.27513844
45,[0.04419602],0.28490514
46,[0.04440682],0.24460316
47,[0.04288443],0.22653303
48,[0.04265389],0.22403672
49,[0.04101642],0.20767814
50,[0.04166278],0.20870444
51,[0.04119701],0.17993718
52,[0.04138159],0.252804
53,[0.04375141],0.2538303
54,[0.04460935],0.25294298
55,[0.04492799],0.24094155
56,[0.04356911],0.2505195
57,[0.04574295],0.23544884
58,[0.04533289],0.20716831
59,[0.04559922],0.24780473
60,[0.04488105],0.22501996
61,[0.04502756],0.212343
62,[0.0449466],0.17942736
63,[0.0450115],0.27994895
64,[0.04597237],0.25151607
65,[0.0472338],0.24288493
66,[0.04775633],0.29840994
67,[0.04840302],0.30124065
68,[0.04612182],0.2928644
69,[0.04746472],0.31027907
70,[0.04617986],0.2936425
71,[0.04527978],0.30411446
72,[0.04434714],0.30580965
73,[0.04401688],0.23447895
74,[0.04057034],0.24587467
75,[0.04136429],0.32785273
76,[0.04045222],0.26034936
77,[0.03962638],0.230367
78,[0.03896227],0.2047151
79,[0.03773794],0.22036844
80,[0.0366613],0.20526803
81,[0.03807945],0.2810748
82,[0.0402716],0.24940398
83,[0.03886189],0.29882386
84,[0.04084868],0.27166554
85,[0.0417704],0.23429686
86,[0.03942923],0.25983953
87,[0.04045799],0.25251934
88,[0.03927597],0.19806376
89,[0.03836521],0.24609983
90,[0.03992142],0.25054622
91,[0.04171909],0.22841692
92,[0.04230772],0.26330268
93,[0.04376626],0.23007566
94,[0.04299408],0.2329064
95,[0.04413936],0.22045463
96,[0.04198411],0.19395846
97,[0.04509105],0.16437003
98,[0.04640214],0.18962136
99,[0.04900729],0.12424346
100,[0.05718915],0.12729266
101,[0.05868868],0.11990633
102,[0.06693718],0.06511632
103,[0.07304454],0.054200687
104,[0.07751208],0.0534657
105,[0.09050885],0.07823693
106,[0.09797988],0.07779326
107,[0.12059013],0.07169483
108,[0.10633047],0.07606838
109,[0.0977915],0.055044927
110,[0.10341468],0.06224919
111,[0.10581083],0.060044207
112,[0.10405099],0.061914764
113,[0.11260122],0.04251363
114,[0.09114482],0.04108008
115,[0.09865628],0.039682917
116,[0.06319229],0.023883916
117,[0.05345128],0.032150917
118,[0.05863252],0.03586229
119,[0.05318923],0.03582587
120,[0.05922155],0.0077505037
121,[0.04927714],0.02498307
122,[0.0455525],0.04585419
123,[0.0505967],0.056994997
124,[0.04474585],0.059855454
125,[0.03723308],0.08962598
126,[0.04509638],0.09248645
127,[0.06402727],0.0461886
128,[0.04618835],0.08951674
129,[0.05124608],0.11211943
130,[0.0609841],0.10789155
131,[0.07119127],0.38068298
132,[0.09392887],0.084815465
133,[0.12914732],0.07481689
134,[0.09879448],0.09392669
135,[0.12480712],0.119760685
136,[0.14146958],0.14224744
137,[0.15459618],0.18043062
138,[0.17301954],0.16385353
139,[0.16574904],0.12082339
140,[0.15729614],0.16293645
141,[0.17193833],0.16583332
142,[0.19482914],0.17821896
143,[0.20369376],0.18829036
144,[0.23860794],0.173074
145,[0.2391904],0.1670484
146,[0.23712881],0.1901609
147,[0.26246557],0.22223899
148,[0.27398774],0.19405437
149,[0.26387092],0.22742036
150,[0.26992124],0.2707485
151,[0.3108685],0.28000537
152,[0.32425076],0.24278238
153,[0.3117593],0.27096698
154,[0.30989265],0.24295777
155,[0.29369423],0.24495092
156,[0.27416533],0.34010908
157,[0.26896748],0.24340811
158,[0.24604589],0.21614057
159,[0.22140597],0.22381824
160,[0.19535199],0.25030768
161,[0.17892751],0.25798535
162,[0.15958978],0.251632
163,[0.14123458],0.28614026
164,[0.12946132],0.22424856
165,[0.11593479],0.26203117
166,[0.10355979],0.31578147
167,[0.09669011],0.275698
168,[0.08510645],0.27360228
169,[0.07695938],0.27026173
170,[0.07049834],0.24597058
171,[0.06480505],0.29469857
172,[0.06122943],0.30076057
173,[0.06044613],0.34349936
174,[0.05519316],0.2917586
175,[0.05510302],0.27331764
176,[0.05137428],0.2474108
177,[0.04891683],0.2372666
178,[0.04806359],0.2703115
179,[0.04874811],0.21908051
180,[0.04709712],0.21386275
181,[0.04512723],0.21261126
182,[0.0463678],0.24410668
183,[0.04614896],0.23172775
184,[0.04690961],0.25979644
185,[0.04661579],0.22981408
186,[0.04779307],0.22419572
187,[0.04770067],0.30246907
188,[0.04948965],0.26898718
189,[0.04851787],0.24068666
190,[0.04758042],0.24186528
191,[0.04673882],0.26104793
192,[0.04618362],0.23807439
193,[0.04487711],0.2348862
194,[0.04525296],0.25563473
195,[0.04491572],0.20104015
196,[0.04636708],0.27283755
